model,anonymized_train,anonymized_test,accuracy,precision,recall,f1_score,selected_features,feature_method,num_features
Mutilayer Perceptron,True,False,0.7348091228557333,0.8124955211677282,0.7348091228557333,0.7068329209518341,"[1, 45, 46, 47, 76]",anova,5
Mutilayer Perceptron,False,True,0.42428749030995444,0.3792044538140562,0.42428749030995444,0.36822717578037517,"[1, 45, 46, 47, 76]",anova,5
Mutilayer Perceptron,False,False,0.999750000499945,0.9997501306297777,0.999750000499945,0.9997500004828453,"[1, 45, 46, 47, 76]",anova,5
KNN,True,True,0.5720224898895055,0.506870527281042,0.5720224898895055,0.5290445556787453,"[1, 45, 46, 47, 76, 77]",anova,6
KNN,True,False,0.7772500857545924,0.8130024356527511,0.7772500857545924,0.7707119178319063,"[1, 45, 46, 47, 76, 77]",anova,6
KNN,False,True,0.5470665359440539,0.48141809189422485,0.5470665359440539,0.5008426958372331,"[1, 45, 46, 47, 76, 77]",anova,6
KNN,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[1, 45, 46, 47, 76, 77]",anova,6
Decision Tree,True,True,0.43812291275849696,0.38895833617225617,0.43812291275849696,0.3705463717737125,"[1, 45, 46, 47, 76, 77]",anova,6
Decision Tree,True,False,0.7360223602236022,0.6885243662928694,0.7360223602236022,0.6714175442029678,"[1, 45, 46, 47, 76, 77]",anova,6
Decision Tree,False,True,0.8190592537712741,0.8477891139299348,0.8190592537712741,0.8144359260909465,"[1, 45, 46, 47, 76, 77]",anova,6
Decision Tree,False,False,1.0,1.0,1.0,1.0,"[1, 45, 46, 47, 76, 77]",anova,6
Random Forest,True,True,0.5597206713052311,0.4207109631084778,0.5597206713052311,0.4417108613841316,"[1, 45, 46, 47, 76, 77]",anova,6
Random Forest,True,False,0.7318223182231822,0.6629492763006785,0.7318223182231822,0.673971716852218,"[1, 45, 46, 47, 76, 77]",anova,6
Random Forest,False,True,0.6750007255277448,0.7869637818060803,0.6750007255277448,0.6358605903844956,"[1, 45, 46, 47, 76, 77]",anova,6
Random Forest,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[1, 45, 46, 47, 76, 77]",anova,6
GaussianNB,True,True,0.5931509315093152,0.4384975314768329,0.5931509315093152,0.4798778093860945,"[1, 45, 46, 47, 76, 77]",anova,6
GaussianNB,True,False,0.6927992415461445,0.797368766169431,0.6927992415461445,0.6595945684118558,"[1, 45, 46, 47, 76, 77]",anova,6
GaussianNB,False,True,0.4506079287108345,0.35673067254948937,0.4506079287108345,0.39076733374568473,"[1, 45, 46, 47, 76, 77]",anova,6
GaussianNB,False,False,0.9950599811991999,0.9951028893909798,0.9950599811991999,0.9950598592258336,"[1, 45, 46, 47, 76, 77]",anova,6
Mutilayer Perceptron,True,True,0.43569194256771265,0.4526005650187263,0.43569194256771265,0.43216678348023047,"[1, 45, 46, 47, 76, 77]",anova,6
Mutilayer Perceptron,True,False,0.8270205579598245,0.8509183120025207,0.8270205579598245,0.8226231658021059,"[1, 45, 46, 47, 76, 77]",anova,6
Mutilayer Perceptron,False,True,0.6956610062290699,0.802373734097408,0.6956610062290699,0.6581485601996232,"[1, 45, 46, 47, 76, 77]",anova,6
Mutilayer Perceptron,False,False,0.99990000199996,0.9999000619615838,0.99990000199996,0.9999000019909605,"[1, 45, 46, 47, 76, 77]",anova,6
KNN,True,True,0.5006415543845845,0.4631481294593032,0.5006415543845845,0.4292597917887397,"[1, 45, 46, 47, 68, 76, 77]",anova,7
KNN,True,False,0.8422907307611506,0.8657317422363361,0.8422907307611506,0.8379370144963015,"[1, 45, 46, 47, 68, 76, 77]",anova,7
KNN,False,True,0.7716197339569844,0.8121618374099154,0.7716197339569844,0.7647717184996349,"[1, 45, 46, 47, 68, 76, 77]",anova,7
KNN,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Decision Tree,True,True,0.891608918789134,0.9099190001670867,0.891608918789134,0.8890386660275346,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Decision Tree,True,False,0.42426655981925515,0.35590190958087703,0.42426655981925515,0.36952290328216647,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Decision Tree,False,True,0.7032901225394327,0.7176746961381196,0.7032901225394327,0.7002187459257923,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Decision Tree,False,False,1.0,1.0,1.0,1.0,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Random Forest,True,True,0.39890113246845554,0.4385954673261156,0.39890113246845554,0.3685586545504169,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Random Forest,True,False,0.5821711526049081,0.44829436244612014,0.5821711526049081,0.4793476713672781,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Random Forest,False,True,0.719461245731435,0.793362220157904,0.719461245731435,0.690877186922113,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Random Forest,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[1, 45, 46, 47, 68, 76, 77]",anova,7
GaussianNB,True,True,0.7531825318253184,0.6830973151358032,0.7531825318253184,0.6954128058419976,"[1, 45, 46, 47, 68, 76, 77]",anova,7
GaussianNB,True,False,0.7429096844517374,0.8310111990581053,0.7429096844517374,0.7224679213198447,"[1, 45, 46, 47, 68, 76, 77]",anova,7
GaussianNB,False,True,0.6449087368416133,0.7845262147334319,0.6449087368416133,0.5745733032338761,"[1, 45, 46, 47, 68, 76, 77]",anova,7
GaussianNB,False,False,0.9951299818992069,0.9951714730006619,0.9951299818992069,0.9951298658976816,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Mutilayer Perceptron,True,True,0.7080978402632169,0.6941384946860946,0.7080978402632169,0.6976181944208478,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Mutilayer Perceptron,True,False,0.7767100812545294,0.8121280763011818,0.7767100812545294,0.7701985101293104,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Mutilayer Perceptron,False,True,0.6867802172351837,0.7098992716329259,0.6867802172351837,0.6777943975177037,"[1, 45, 46, 47, 68, 76, 77]",anova,7
Mutilayer Perceptron,False,False,0.999819998499979,0.9998201723318857,0.999819998499979,0.9998199984583526,"[1, 45, 46, 47, 68, 76, 77]",anova,7
KNN,True,True,0.4001325622544039,0.426631568791028,0.4001325622544039,0.38310093888059443,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
KNN,True,False,0.7773300871545944,0.8131409694560309,0.7773300871545944,0.7707883898028055,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
KNN,False,True,0.45891815341024955,0.4521029365565867,0.45891815341024955,0.4020923800984623,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
KNN,False,False,0.999980000099995,0.9999800012998931,0.999980000099995,0.9999800000999679,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Decision Tree,True,True,0.7046870495704417,0.686059269033073,0.7046870495704417,0.6788931413142251,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Decision Tree,True,False,0.5964609646096461,0.45060438496045796,0.5964609646096461,0.4820903279746765,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Decision Tree,False,True,0.8948816361626147,0.9009989544271623,0.8948816361626147,0.893370409268945,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Decision Tree,False,False,1.0,1.0,1.0,1.0,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Random Forest,True,True,0.5562808643026131,0.43312360815088113,0.5562808643026131,0.44097711525328237,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Random Forest,True,False,0.6004510045100452,0.45064173696122456,0.6004510045100452,0.48687316139040604,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Random Forest,False,True,0.7988210841489227,0.8676295470029021,0.7988210841489227,0.7799835061787596,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Random Forest,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
GaussianNB,True,True,0.5320391855145526,0.5040738743487948,0.5320391855145526,0.4510032468647134,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
GaussianNB,True,False,0.6410802759254568,0.7903561830496107,0.6410802759254568,0.5875047152580704,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
GaussianNB,False,True,0.5465377531317762,0.4747186128061524,0.5465377531317762,0.4886758534432108,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
GaussianNB,False,False,0.995309983999222,0.9953471950973941,0.995309983999222,0.9953098857360215,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Mutilayer Perceptron,True,True,0.6736117361173611,0.5943445949614197,0.6736117361173611,0.6177477456905279,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Mutilayer Perceptron,True,False,0.7765900827544905,0.8119383346980067,0.7765900827544905,0.7700847623925261,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Mutilayer Perceptron,False,True,0.6338494101326686,0.6695406752375456,0.6338494101326686,0.6233953278536551,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
Mutilayer Perceptron,False,False,0.9998799990999849,0.9998800386790583,0.9998799990999849,0.9998799990949179,"[1, 45, 46, 47, 53, 68, 76, 77]",anova,8
KNN,True,True,0.5979292174274115,0.6250424601139168,0.5979292174274115,0.5886257744107759,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
KNN,True,False,0.6519988230421693,0.6760681987544764,0.6519988230421693,0.6475500074895444,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
KNN,False,True,0.6282483788418612,0.6239851527866841,0.6282483788418612,0.5469798670132445,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
KNN,False,False,0.999980000099995,0.9999800012998931,0.999980000099995,0.9999800000999679,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Decision Tree,True,True,0.40949094437245454,0.43435858527478216,0.40949094437245454,0.38966616184231756,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Decision Tree,True,False,0.7408601802463696,0.6904757930596896,0.7408601802463696,0.6776173280065118,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Decision Tree,False,True,0.7846695023619102,0.8062428050098082,0.7846695023619102,0.7810707170430818,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Decision Tree,False,False,1.0,1.0,1.0,1.0,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Random Forest,True,True,0.6265303149221568,0.7618217614694145,0.6265303149221568,0.5685863970741005,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Random Forest,True,False,0.6949819498194981,0.6416702204898102,0.6949819498194981,0.6347392409229394,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Random Forest,False,True,0.7887798740590153,0.8326693230580672,0.7887798740590153,0.7816746027586764,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Random Forest,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
GaussianNB,True,True,0.5000000000000001,0.250000000150003,0.5000000000000001,0.333333333422224,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
GaussianNB,True,False,0.6648305134278317,0.7376956763598822,0.6648305134278317,0.6361250692242959,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
GaussianNB,False,True,0.3988389883898839,0.22036315037144397,0.3988389883898839,0.28337537297137333,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
GaussianNB,False,False,0.982610012396398,0.983171474792587,0.982610012396398,0.9826047772195629,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Mutilayer Perceptron,True,True,0.4392777353105024,0.37038239211490837,0.4392777353105024,0.3707853397481222,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Mutilayer Perceptron,True,False,0.8443807573613026,0.8680676003741564,0.8443807573613026,0.8400217964430726,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Mutilayer Perceptron,False,True,0.6346904280226578,0.7184446891204882,0.6346904280226578,0.5949996156261093,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
Mutilayer Perceptron,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[1, 45, 46, 47, 53, 56, 68, 76, 77]",anova,9
KNN,True,True,0.5350808397986182,0.48413421339041274,0.5350808397986182,0.4711349228318322,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
KNN,True,False,0.7782000694549455,0.8145183982036465,0.7782000694549455,0.7716125302450719,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
KNN,False,True,0.4350593505935059,0.3800405247697552,0.4350593505935059,0.365155778886563,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
KNN,False,False,0.999980000099995,0.9999800012998931,0.999980000099995,0.9999800000999679,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Decision Tree,True,True,0.502740027400274,0.41735239254081785,0.502740027400274,0.3393370243907959,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Decision Tree,True,False,0.7726087532669892,0.8492854519515008,0.7726087532669892,0.7545446373314385,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Decision Tree,False,True,0.853918571285071,0.8789889857640537,0.853918571285071,0.8495326622105389,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Decision Tree,False,False,1.0,1.0,1.0,1.0,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Random Forest,True,True,0.5044938779621192,0.5578592455990633,0.5044938779621192,0.47467813501173844,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Random Forest,True,False,0.6349402145248428,0.6277405288888149,0.6349402145248428,0.5536815678037804,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Random Forest,False,True,0.715651336629764,0.7751919902173577,0.715651336629764,0.6886858351359191,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Random Forest,False,False,0.999980000099995,0.9999800012998931,0.999980000099995,0.9999800000999679,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
GaussianNB,True,True,0.5648606486064861,0.4367954780234488,0.5648606486064861,0.44327594070099835,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
GaussianNB,True,False,0.6577604427271248,0.7966396300787464,0.6577604427271248,0.6102614329854795,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
GaussianNB,False,True,0.4996715740841935,0.5110052057799496,0.4996715740841935,0.4968441274512034,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
GaussianNB,False,False,0.9593200227916361,0.9623141294152094,0.9593200227916361,0.959253592155742,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Mutilayer Perceptron,True,True,0.6970719707197072,0.656397013885566,0.6970719707197072,0.6307973224286675,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Mutilayer Perceptron,True,False,0.7767100812545294,0.8121280763011818,0.7767100812545294,0.7701985101293104,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Mutilayer Perceptron,False,True,0.44754881700133975,0.365804251958127,0.44754881700133975,0.38681781291077244,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
Mutilayer Perceptron,False,False,0.999990000199996,0.999990000799936,0.999990000199996,0.999990000199987,"[1, 14, 45, 46, 47, 53, 56, 68, 76, 77]",anova,10
KNN,True,True,0.521070210702107,0.42604450323942405,0.521070210702107,0.4558590262311742,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
KNN,True,False,0.7433507478411917,0.7768918348096238,0.7433507478411917,0.7349936182646849,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
KNN,False,True,0.4462278651105945,0.4455092462801889,0.4462278651105945,0.4125792415821628,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
KNN,False,False,0.999970000299991,0.9999700008999491,0.999970000299991,0.9999700002999728,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
Decision Tree,True,True,0.5790380781350263,0.49945682680192754,0.5790380781350263,0.49979336020512527,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
Decision Tree,True,False,0.6665816658166582,0.4999150478011909,0.6665816658166582,0.555471110305271,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
Decision Tree,False,True,0.8441387455813719,0.8693151068584046,0.8441387455813719,0.8397782550839454,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
Decision Tree,False,False,1.0,1.0,1.0,1.0,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
Random Forest,True,True,0.7462804801444546,0.8126341858651177,0.7462804801444546,0.7271076840020451,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
Random Forest,True,False,0.6870618706187063,0.6393231830950955,0.6870618706187063,0.6253198406807255,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
Random Forest,False,True,0.6931708799298347,0.787483372902288,0.6931708799298347,0.6595125108569767,"[1, 2, 12, 14, 15, 27, 45, 46, 47, 53, 56, 66, 68, 76, 77]",anova,15
